DispositionScore,PlanetaryRadius[Earthradii,TCEPlanetNumbe,StellarEffectiveTemperatureUpperUnc.[K,TransitSignal-to-Nois,ExoplanetCandidate
0.0,28.98,1.0,180.0,238.7,0.0
0.798,2.44,2.0,176.0,7.8,1.0
0.991,2.31,1.0,134.0,23.8,1.0
0.0,0.78,1.0,158.0,18.2,0.0
0.999,1.65,2.0,113.0,15.2,1.0
1.0,5.47,2.0,78.0,184.6,1.0
0.0,23.6,1.0,135.0,15.3,0.0
0.0,49.63,1.0,154.0,331.7,0.0
0.994,2.07,1.0,162.0,19.6,1.0
0.0,1.77,1.0,187.0,62.8,0.0
1.0,1.77,2.0,169.0,27.4,1.0
0.997,2.37,1.0,174.0,11.5,1.0
1.0,2.58,1.0,158.0,13.6,1.0
0.0,97.23,2.0,66.0,852.2,0.0
0.0,2.82,1.0,189.0,7.5,0.0
1.0,1.27,1.0,174.0,11.9,1.0
1.0,2.0,2.0,82.0,28.9,1.0
0.961,1.15,1.0,159.0,9.9,1.0
0.0,130.46,1.0,63.0,1662.0,0.0
0.999,1.58,1.0,71.0,17.0,1.0
0.0,3.35,1.0,190.0,12.2,0.0
0.0,90.34,1.0,76.0,1178.5,0.0
0.0,3.07,2.0,77.0,11.7,1.0
1.0,1.29,1.0,124.0,12.9,1.0
0.0,7.08,1.0,203.0,218.7,0.0
1.0,1.78,1.0,120.0,39.0,1.0
0.511,2.02,1.0,71.0,11.1,0.0
1.0,2.37,1.0,121.0,84.5,1.0
0.964,2.08,1.0,176.0,18.3,1.0
0.0,29.95,1.0,160.0,413.8,0.0
0.904,1.64,1.0,108.0,20.0,1.0
1.0,2.74,2.0,110.0,55.1,1.0
0.0,0.95,1.0,161.0,14.7,0.0
0.654,3.8,1.0,173.0,9.2,1.0
0.0,2.01,1.0,79.0,20.0,0.0
0.0,2.7,1.0,170.0,13.3,0.0
0.0,0.82,1.0,177.0,17.5,0.0
0.0,91.21,1.0,175.0,486.3,0.0
0.0,112.12,1.0,216.0,1467.6,0.0
0.514,1.81,2.0,83.0,13.1,1.0
0.0,1.04,1.0,190.0,12.3,0.0
0.999,1.0,1.0,177.0,11.7,1.0
0.0,2.67,1.0,177.0,36.9,0.0
0.0,3.78,1.0,189.0,63.0,0.0
0.0,50.72,1.0,152.0,3016.9,0.0
0.994,1.05,2.0,153.0,11.7,1.0
0.0,33.65,2.0,166.0,195.2,0.0
0.791,1.59,3.0,190.0,8.9,1.0
0.0,67.08,1.0,175.0,1063.2,0.0
1.0,1.21,1.0,155.0,14.3,1.0
0.0,21.04,1.0,157.0,119.0,0.0
1.0,1.83,1.0,75.0,53.8,1.0
0.0,5.45,1.0,72.0,60.9,0.0
0.0,11.23,1.0,173.0,745.2,0.0
1.0,2.68,2.0,84.0,28.9,1.0
0.974,28.44,1.0,201.0,177.2,0.0
1.0,18.39,1.0,45.0,64.6,0.0
1.0,3.13,1.0,159.0,79.7,1.0
0.0,1.84,1.0,61.0,40.1,0.0
1.0,2.95,1.0,134.0,85.7,1.0
0.991,1.94,1.0,183.0,21.4,1.0
0.887,2.1,1.0,170.0,14.0,1.0
0.999,1.38,1.0,162.0,10.8,1.0
0.0,1.07,1.0,169.0,26.4,0.0
0.0,1.09,1.0,170.0,8.4,0.0
0.441,4.02,2.0,182.0,21.3,1.0
0.0,21.68,1.0,230.0,15.8,0.0
0.0,3.32,1.0,83.0,27.1,0.0
0.0,0.55,2.0,118.0,10.4,1.0
0.0,29.53,1.0,181.0,41.0,0.0
1.0,1.5,1.0,98.0,48.7,1.0
0.0,27.1,1.0,161.0,11.2,0.0
1.0,3.12,1.0,107.0,22.5,1.0
1.0,2.11,1.0,106.0,22.4,1.0
0.97,0.77,1.0,169.0,11.7,1.0
0.0,127.38,1.0,208.0,1255.2,0.0
1.0,1.7,1.0,181.0,27.2,1.0
1.0,1.08,1.0,159.0,11.3,1.0
0.936,3.88,1.0,105.0,99.5,1.0
0.0,97.92,1.0,66.0,10.0,0.0
1.0,2.59,1.0,104.0,23.3,1.0
0.755,2.16,1.0,110.0,135.4,1.0
0.995,3.6,2.0,69.0,17.9,1.0
0.0,0.69,1.0,166.0,16.5,0.0
1.0,3.07,1.0,154.0,48.2,1.0
0.951,2.62,1.0,132.0,15.7,1.0
0.0,41.07,1.0,152.0,104.1,0.0
0.0,379.63,1.0,161.0,297.0,0.0
0.965,1.16,1.0,177.0,9.8,1.0
0.998,14.31,1.0,120.0,856.3,1.0
0.0,11.12,1.0,190.0,155.1,0.0
0.557,67.35,1.0,179.0,717.4,0.0
0.0,42.15,1.0,171.0,696.5,0.0
1.0,2.26,1.0,81.0,35.8,1.0
0.0,1.65,1.0,156.0,18.8,0.0
0.0,122.64,1.0,111.0,40.4,0.0
1.0,2.54,1.0,76.0,132.1,1.0
0.331,8.76,1.0,174.0,265.4,1.0
1.0,3.11,1.0,74.0,86.1,1.0
0.0,56.23,1.0,174.0,256.3,0.0
0.999,2.7,1.0,169.0,28.9,1.0
1.0,3.94,1.0,169.0,45.6,1.0
1.0,3.56,1.0,78.0,47.5,1.0
1.0,1.38,1.0,164.0,18.9,1.0
1.0,29.33,1.0,61.0,84.4,1.0
0.175,34.61,1.0,184.0,33.5,0.0
1.0,1.38,1.0,110.0,33.8,1.0
0.996,13.57,1.0,78.0,120.4,1.0
1.0,2.73,1.0,77.0,9.9,1.0
0.0,2.48,1.0,149.0,25.8,0.0
0.996,2.47,1.0,137.0,20.2,1.0
0.0,14.96,1.0,151.0,32.8,0.0
0.0,1.51,1.0,189.0,34.2,0.0
0.0,0.56,1.0,162.0,22.5,0.0
0.0,291.01,1.0,57.0,117.0,0.0
0.0,34.94,1.0,79.0,2907.6,0.0
1.0,1.03,2.0,105.0,14.8,1.0
0.997,2.25,1.0,81.0,20.3,1.0
1.0,3.24,1.0,162.0,66.7,1.0
0.397,1.19,1.0,146.0,9.8,1.0
0.0,85.76,1.0,176.0,1408.6,0.0
0.0,52.93,1.0,157.0,2025.2,0.0
1.0,1.92,1.0,105.0,38.4,1.0
0.999,20.75,1.0,77.0,35.3,1.0
1.0,1.36,1.0,156.0,13.7,1.0
1.0,2.82,4.0,117.0,48.8,1.0
1.0,3.26,1.0,114.0,87.3,1.0
0.0,0.84,1.0,171.0,16.4,0.0
0.0,1.87,2.0,83.0,18.0,1.0
0.989,1.79,1.0,116.0,14.1,1.0
1.0,2.51,1.0,161.0,29.3,1.0
0.814,2.84,3.0,83.0,10.4,1.0
0.347,0.92,1.0,149.0,10.1,1.0
0.884,1.74,4.0,120.0,15.7,1.0
0.0,136.64,1.0,178.0,672.7,0.0
0.914,0.79,1.0,62.0,11.3,1.0
0.003,56.83,1.0,174.0,32.0,0.0
0.977,1.9,1.0,84.0,17.9,1.0
0.0,2.45,1.0,179.0,12.8,0.0
0.0,0.75,1.0,167.0,10.4,0.0
1.0,3.32,2.0,174.0,51.5,1.0
1.0,6.17,1.0,168.0,114.8,1.0
0.998,1.35,1.0,174.0,15.2,1.0
1.0,2.51,1.0,159.0,105.9,1.0
0.0,12.88,1.0,182.0,163.7,0.0
0.0,0.92,1.0,166.0,9.2,0.0
0.988,0.94,1.0,119.0,17.5,1.0
0.0,121.48,1.0,160.0,99.6,0.0
1.0,4.59,1.0,78.0,145.9,1.0
0.933,5.76,1.0,77.0,111.3,1.0
0.0,63.23,1.0,159.0,765.3,0.0
0.0,5.33,1.0,192.0,138.4,0.0
0.972,1.2,1.0,162.0,10.1,1.0
1.0,1.58,1.0,175.0,27.9,1.0
0.998,2.48,1.0,157.0,37.1,1.0
0.838,2.75,2.0,82.0,28.7,1.0
1.0,3.44,1.0,110.0,39.3,1.0
1.0,2.67,1.0,107.0,19.1,1.0
0.998,1.45,4.0,99.0,22.1,1.0
0.087,24.43,1.0,68.0,6.5,0.0
0.001,61.97,1.0,198.0,23.1,0.0
0.992,1.72,3.0,69.0,25.4,1.0
1.0,2.18,1.0,78.0,39.0,1.0
1.0,2.5,1.0,122.0,69.7,1.0
1.0,2.94,1.0,71.0,50.9,1.0
0.999,2.69,3.0,171.0,14.6,1.0
0.0,1.27,1.0,182.0,54.0,0.0
0.998,3.02,2.0,123.0,18.5,1.0
1.0,3.7,1.0,172.0,31.6,1.0
0.0,1.0,1.0,137.0,22.7,0.0
0.998,0.84,2.0,84.0,11.1,1.0
0.0,1.43,1.0,166.0,64.7,0.0
0.019,26.36,1.0,150.0,1561.2,0.0
0.113,1.2,1.0,70.0,14.2,1.0
0.963,7.02,1.0,150.0,286.6,1.0
0.0,60.74,2.0,181.0,385.4,0.0
0.0,1.03,1.0,188.0,13.1,0.0
0.998,1.57,1.0,101.0,32.8,1.0
0.0,63.68,1.0,125.0,3433.7,0.0
1.0,2.03,1.0,166.0,40.9,1.0
0.0,31.17,1.0,175.0,43.2,0.0
1.0,1.24,1.0,78.0,37.1,1.0
0.0,25.89,1.0,163.0,39.6,0.0
0.877,2.32,1.0,75.0,12.7,1.0
0.0,53.1,1.0,172.0,701.1,0.0
0.974,3.39,1.0,166.0,11.9,1.0
0.014,34.14,1.0,107.0,10.5,0.0
0.741,1.21,1.0,189.0,15.7,1.0
1.0,3.28,1.0,192.0,26.7,1.0
1.0,1.57,1.0,84.0,35.3,1.0
1.0,2.17,1.0,105.0,49.8,1.0
0.358,2.01,1.0,81.0,12.0,1.0
0.989,2.09,1.0,175.0,20.7,1.0
0.0,32.77,1.0,166.0,141.4,0.0
0.972,2.78,1.0,106.0,70.4,1.0
0.0,90.92,1.0,69.0,2624.0,0.0
0.951,30.25,1.0,81.0,31.7,1.0
0.0,52.42,1.0,170.0,2152.8,0.0
0.946,26.55,1.0,183.0,1149.7,1.0
0.998,2.47,1.0,113.0,45.4,1.0
0.995,0.92,1.0,172.0,18.1,1.0
1.0,3.03,2.0,101.0,45.5,1.0
1.0,2.25,1.0,78.0,17.6,1.0
0.0,6.85,1.0,185.0,18.2,0.0
1.0,1.39,3.0,100.0,23.9,1.0
1.0,1.84,2.0,124.0,23.2,1.0
0.0,18.36,1.0,193.0,21.3,0.0
0.0,0.79,1.0,185.0,11.8,0.0
0.0,40.15,1.0,78.0,351.1,0.0
0.0,35.27,1.0,172.0,245.6,0.0
0.867,0.8,1.0,169.0,8.8,1.0
0.0,0.89,1.0,160.0,19.1,0.0
0.0,45.92,1.0,160.0,635.5,0.0
0.982,2.84,1.0,78.0,69.3,1.0
1.0,11.64,1.0,65.0,60.9,1.0
0.907,2.1,1.0,109.0,17.5,1.0
1.0,2.01,1.0,125.0,32.1,1.0
0.0,2722.92,2.0,188.0,768.9,0.0
0.0,5.39,1.0,177.0,229.7,0.0
0.0,15.86,1.0,102.0,335.2,0.0
0.992,2.57,1.0,190.0,19.8,1.0
0.999,1.31,1.0,111.0,14.0,1.0
0.913,21.95,1.0,135.0,1405.6,0.0
1.0,2.82,1.0,181.0,39.0,1.0
0.0,1.18,1.0,168.0,34.5,0.0
0.0,149.52,1.0,203.0,6579.3,0.0
0.0,50.48,1.0,155.0,593.6,0.0
1.0,3.04,1.0,73.0,99.5,1.0
1.0,2.07,1.0,181.0,20.7,1.0
0.95,3.34,1.0,74.0,26.1,1.0
1.0,1.09,2.0,169.0,13.9,1.0
0.0,34.84,1.0,207.0,445.8,0.0
0.233,8.16,1.0,68.0,9.5,1.0
0.989,0.75,1.0,122.0,10.9,1.0
0.0,24.54,1.0,165.0,203.5,0.0
0.966,1.14,1.0,105.0,13.2,1.0
0.0,69.18,1.0,166.0,2731.0,0.0
1.0,1.22,1.0,160.0,9.9,1.0
0.0,68.02,1.0,226.0,221.1,0.0
1.0,6.99,1.0,157.0,124.4,1.0
1.0,1.83,1.0,107.0,41.5,1.0
0.984,1.69,1.0,189.0,17.0,1.0
0.997,0.89,1.0,83.0,17.7,1.0
0.0,0.91,1.0,190.0,15.9,0.0
1.0,0.92,2.0,103.0,13.6,1.0
0.0,62.9,1.0,201.0,3642.0,0.0
1.0,4.76,1.0,117.0,117.3,1.0
0.386,2.44,1.0,166.0,9.7,1.0
0.0,22.27,1.0,203.0,56.4,1.0
0.0,1.95,1.0,166.0,6.6,0.0
1.0,1.25,1.0,74.0,18.6,1.0
1.0,0.77,2.0,172.0,12.7,1.0
0.999,3.28,1.0,155.0,47.0,1.0
1.0,26.44,1.0,74.0,117.9,1.0
0.0,93.46,1.0,165.0,5606.7,0.0
0.0,0.52,1.0,75.0,48.5,0.0
0.0,0.63,1.0,204.0,8.3,0.0
0.994,0.79,1.0,100.0,26.8,1.0
0.991,13.43,1.0,78.0,1245.7,1.0
0.998,1.56,1.0,76.0,17.7,1.0
1.0,2.06,2.0,111.0,25.2,1.0
0.0,7.13,1.0,184.0,20.0,0.0
1.0,3.05,1.0,103.0,89.9,1.0
1.0,1.42,1.0,82.0,52.6,1.0
0.0,2.09,1.0,158.0,26.1,0.0
1.0,1.96,1.0,160.0,25.3,1.0
0.175,15.41,1.0,204.0,8.1,1.0
0.981,1.74,1.0,78.0,11.7,1.0
1.0,2.83,1.0,107.0,95.3,1.0
0.0,0.66,1.0,124.0,16.6,0.0
0.998,1.32,1.0,81.0,12.8,1.0
0.997,12.04,1.0,130.0,1011.6,1.0
0.036,1.88,2.0,159.0,11.4,1.0
1.0,1.94,1.0,82.0,31.6,1.0
0.0,29.66,1.0,173.0,1843.8,0.0
0.999,2.32,1.0,160.0,32.1,1.0
0.983,2.02,1.0,104.0,42.5,1.0
1.0,0.7,1.0,71.0,22.1,1.0
0.975,1.94,4.0,120.0,18.2,1.0
0.0,29.61,1.0,153.0,23.9,0.0
1.0,0.99,1.0,161.0,15.7,1.0
0.0,6.57,1.0,128.0,16.7,0.0
0.997,2.99,1.0,77.0,14.8,1.0
0.0,66.94,1.0,203.0,33.4,0.0
0.0,23.6,1.0,164.0,534.5,0.0
0.0,26.29,1.0,182.0,131.0,0.0
1.0,1.43,1.0,159.0,14.9,1.0
0.0,1.26,1.0,143.0,37.8,0.0
0.998,1.81,3.0,78.0,25.0,1.0
0.0,34.05,1.0,149.0,1026.0,0.0
0.0,29.55,1.0,178.0,23.6,0.0
0.0,47.49,1.0,168.0,1111.9,0.0
1.0,1.7,1.0,163.0,45.1,1.0
0.603,2.8,2.0,113.0,41.6,1.0
0.0,13.89,1.0,177.0,40.6,0.0
0.997,0.94,2.0,110.0,25.6,1.0
1.0,2.86,1.0,69.0,20.7,1.0
1.0,11.26,1.0,166.0,38.7,1.0
0.998,0.55,1.0,143.0,12.2,1.0
0.0,3.37,1.0,159.0,12.6,0.0
0.874,20.23,1.0,181.0,43.0,0.0
0.0,2.63,1.0,189.0,14.3,0.0
0.677,1.18,5.0,75.0,13.1,1.0
0.899,2.89,2.0,156.0,23.3,1.0
0.0,34.19,1.0,165.0,131.4,0.0
0.0,43.5,1.0,183.0,66.4,0.0
0.041,42.41,1.0,137.0,1583.7,0.0
0.0,30.33,1.0,177.0,62.2,0.0
0.0,2.41,1.0,81.0,38.3,0.0
0.0,93.01,1.0,177.0,1526.2,0.0
0.0,64.84,1.0,191.0,713.8,0.0
0.0,0.9,1.0,233.0,14.8,0.0
1.0,10.35,1.0,71.0,30.1,1.0
0.997,2.49,1.0,110.0,51.3,1.0
0.999,2.55,1.0,170.0,21.6,1.0
1.0,2.45,1.0,121.0,53.0,1.0
0.429,16.73,1.0,177.0,310.0,0.0
0.007,40.0,1.0,74.0,1227.3,0.0
0.0,66.58,1.0,180.0,58.1,0.0
0.0,1.16,1.0,189.0,5.9,0.0
0.0,28.66,1.0,187.0,465.4,0.0
0.693,1.73,2.0,113.0,23.2,1.0
0.019,25.8,1.0,185.0,533.9,1.0
0.0,5.26,1.0,212.0,17.7,0.0
0.0,2.69,1.0,163.0,137.3,0.0
0.986,0.7,1.0,147.0,16.3,1.0
0.989,1.64,1.0,168.0,11.1,1.0
1.0,1.54,1.0,158.0,11.7,1.0
0.989,2.03,1.0,105.0,38.7,1.0
0.0,36.0,1.0,197.0,37.7,0.0
1.0,2.64,1.0,75.0,80.1,1.0
0.691,21.02,1.0,142.0,200.5,0.0
0.992,1.72,3.0,107.0,19.6,1.0
0.0,70.11,1.0,237.0,118.9,0.0
0.0,47.96,1.0,165.0,1364.9,0.0
0.0,1.33,1.0,186.0,13.6,0.0
1.0,1.69,1.0,106.0,22.5,1.0
0.0,1.7,1.0,77.0,33.5,0.0
0.0,1.14,1.0,169.0,22.1,0.0
0.88,7.7,2.0,107.0,232.4,1.0
0.0,28.11,1.0,186.0,584.8,0.0
1.0,0.66,2.0,44.0,56.9,1.0
1.0,1.96,1.0,164.0,28.4,1.0
0.045,1.78,1.0,154.0,32.6,1.0
0.0,44.9,1.0,83.0,31.1,0.0
0.179,2.21,1.0,69.0,12.2,1.0
0.001,0.73,1.0,171.0,8.0,0.0
0.0,2.53,1.0,166.0,14.1,0.0
0.986,0.66,2.0,105.0,11.4,1.0
0.972,1.04,1.0,152.0,9.9,1.0
0.0,0.87,1.0,160.0,21.9,0.0
0.0,63.58,1.0,189.0,604.3,0.0
0.997,2.51,1.0,81.0,15.2,1.0
0.754,1.1,1.0,146.0,14.1,1.0
0.999,2.69,1.0,106.0,32.7,1.0
0.937,1.33,1.0,172.0,9.6,1.0
1.0,2.41,2.0,94.0,63.1,1.0
0.998,1.56,1.0,108.0,21.3,1.0
0.881,2.34,1.0,82.0,57.4,1.0
0.0,11.73,1.0,79.0,141.0,1.0
0.0,101.02,1.0,140.0,217.0,0.0
0.999,1.5,4.0,111.0,47.2,1.0
0.0,42.03,1.0,159.0,164.2,0.0
0.0,0.7,1.0,131.0,7.7,0.0
0.0,23.61,1.0,152.0,59.7,0.0
0.952,0.72,1.0,142.0,9.9,1.0
0.999,2.97,1.0,70.0,34.0,1.0
0.0,53.4,1.0,157.0,9054.7,0.0
1.0,1.85,2.0,103.0,115.4,1.0
0.0,1.21,1.0,163.0,16.2,0.0
0.0,2.28,1.0,331.0,37.0,0.0
0.0,11.02,1.0,152.0,26.4,0.0
0.972,1.3,1.0,112.0,22.2,1.0
1.0,2.0,1.0,78.0,14.3,1.0
0.573,1.83,2.0,182.0,9.1,1.0
0.0,47.64,1.0,154.0,1066.7,0.0
1.0,2.96,3.0,120.0,22.8,1.0
1.0,77.76,1.0,328.0,603.0,0.0
0.0,67.36,1.0,168.0,1151.6,0.0
0.909,1.36,1.0,136.0,21.4,1.0
1.0,2.16,2.0,112.0,39.4,1.0
0.0,1.66,1.0,194.0,21.6,0.0
0.95,1.21,1.0,86.0,11.3,1.0
0.0,77.23,1.0,177.0,347.3,0.0
1.0,2.04,2.0,114.0,26.1,1.0
0.0,0.73,1.0,90.0,52.4,0.0
0.961,1.71,1.0,177.0,17.4,1.0
0.001,153.72,3.0,95.0,7.1,0.0
0.0,84.49,1.0,76.0,724.0,0.0
0.768,41.02,1.0,175.0,451.7,0.0
0.0,49.33,1.0,182.0,309.1,0.0
1.0,3.13,1.0,153.0,28.4,1.0
0.0,4.79,3.0,162.0,18.4,0.0
1.0,0.91,2.0,78.0,32.2,1.0
1.0,2.21,1.0,78.0,289.6,1.0
0.0,49.34,1.0,132.0,332.8,0.0
1.0,3.57,2.0,78.0,26.0,1.0
0.996,1.23,1.0,75.0,18.2,1.0
0.0,8.6,1.0,163.0,201.9,0.0
0.0,2.82,2.0,262.0,18.0,0.0
0.0,38.59,1.0,186.0,205.9,0.0
0.0,2.0,1.0,191.0,26.6,0.0
0.998,1.17,1.0,108.0,23.4,1.0
0.976,1.45,4.0,113.0,25.0,1.0
1.0,1.74,3.0,152.0,41.6,1.0
0.998,7.79,1.0,112.0,197.9,1.0
0.0,61.81,1.0,158.0,1256.8,0.0
1.0,3.2,1.0,175.0,38.5,1.0
1.0,1.49,1.0,171.0,50.4,1.0
0.978,4.54,1.0,103.0,46.1,1.0
0.0,0.83,1.0,160.0,20.1,0.0
0.966,2.64,1.0,78.0,15.1,1.0
0.0,161.02,1.0,214.0,1365.1,0.0
1.0,3.15,1.0,166.0,39.5,1.0
0.998,2.7,1.0,78.0,43.6,1.0
0.991,1.0,2.0,115.0,12.7,1.0
0.113,1.81,2.0,158.0,10.2,1.0
0.0,88.28,1.0,173.0,1012.2,0.0
0.413,0.82,1.0,168.0,7.5,1.0
0.0,17.61,1.0,169.0,1671.1,0.0
0.923,2.45,1.0,85.0,11.3,1.0
0.0,1.88,1.0,164.0,41.7,0.0
0.987,0.9,1.0,154.0,15.8,1.0
0.983,3.55,1.0,78.0,35.6,1.0
1.0,1.84,1.0,81.0,18.0,1.0
0.0,126.77,1.0,188.0,63.4,0.0
0.0,76.02,1.0,171.0,1471.6,0.0
1.0,3.67,1.0,142.0,120.9,1.0
0.0,73.8,1.0,167.0,1947.8,0.0
0.0,100.89,1.0,200.0,902.5,0.0
1.0,2.33,1.0,193.0,26.6,1.0
0.997,10.55,1.0,152.0,1669.1,1.0
0.0,75.28,1.0,169.0,5143.6,0.0
0.78,2.08,1.0,165.0,11.0,1.0
0.0,39.87,1.0,184.0,85.3,0.0
1.0,11.38,1.0,77.0,1287.4,1.0
0.0,35.9,1.0,73.0,131.2,0.0
1.0,1.75,1.0,156.0,11.6,1.0
0.0,43.01,1.0,159.0,236.2,0.0
0.0,11.97,1.0,182.0,1049.3,0.0
0.964,1.41,1.0,167.0,11.1,1.0
1.0,3.26,1.0,184.0,20.8,1.0
1.0,27.81,4.0,194.0,9.7,0.0
0.0,1.03,1.0,159.0,14.0,0.0
0.955,1.91,1.0,152.0,23.8,1.0
0.999,1.5,1.0,70.0,31.1,1.0
1.0,1.89,1.0,157.0,35.6,1.0
0.0,38.01,1.0,167.0,374.8,0.0
0.0,1.5,1.0,70.0,9.4,0.0
0.0,14.72,1.0,47.0,502.0,0.0
0.0,32.12,1.0,204.0,166.3,0.0
0.999,0.72,3.0,103.0,8.1,1.0
0.889,1.39,4.0,109.0,11.4,1.0
0.908,2.46,2.0,74.0,15.5,1.0
1.0,0.82,1.0,78.0,11.7,1.0
0.0,26.65,1.0,199.0,137.6,0.0
1.0,1.28,1.0,70.0,83.7,1.0
0.0,32.58,1.0,112.0,997.7,0.0
0.965,1.52,1.0,77.0,16.4,1.0
0.999,0.98,1.0,149.0,10.7,1.0
0.979,2.13,1.0,190.0,14.2,1.0
0.0,1.19,1.0,168.0,25.3,0.0
0.916,1.29,6.0,107.0,19.2,1.0
0.753,2.01,1.0,191.0,9.5,1.0
0.995,0.8,1.0,104.0,21.3,1.0
0.0,32.26,1.0,106.0,71.9,0.0
0.0,5.27,1.0,157.0,6.4,0.0
1.0,6.96,1.0,173.0,27.4,1.0
1.0,2.43,1.0,197.0,100.3,1.0
1.0,2.06,1.0,105.0,36.8,1.0
0.0,1.17,1.0,411.0,32.0,0.0
0.993,1.33,1.0,106.0,24.0,1.0
0.997,1.9,1.0,73.0,179.5,1.0
0.0,63.68,1.0,197.0,353.0,0.0
0.982,1.15,1.0,164.0,17.2,1.0
0.254,1.9,1.0,179.0,14.6,1.0
1.0,2.14,1.0,92.0,102.2,1.0
0.998,3.01,1.0,80.0,63.0,1.0
0.977,1.19,2.0,77.0,9.9,1.0
0.0,19.89,1.0,105.0,13.4,0.0
0.0,2.03,1.0,184.0,8.2,0.0
0.999,0.71,1.0,156.0,11.1,1.0
0.0,35.36,1.0,182.0,23.3,0.0
0.995,1.51,2.0,65.0,11.3,1.0
1.0,2.23,1.0,113.0,97.9,1.0
0.0,5.84,1.0,176.0,42.6,0.0
0.986,1.62,3.0,78.0,18.1,1.0
1.0,1.42,1.0,85.0,29.5,1.0
0.0,14.6,1.0,158.0,76.3,1.0
0.0,63.46,1.0,78.0,4093.9,0.0
0.0,164.02,1.0,200.0,2585.5,0.0
0.991,2.45,1.0,159.0,25.2,1.0
0.987,1.06,1.0,164.0,10.8,1.0
0.0,399.44,1.0,128.0,416.2,0.0
1.0,2.92,1.0,145.0,40.9,1.0
0.0,23.56,1.0,153.0,41.3,0.0
0.983,1.6,1.0,123.0,34.3,1.0
0.0,23.0,3.0,155.0,27.1,0.0
0.0,22.25,1.0,185.0,301.4,0.0
0.0,16.24,1.0,163.0,27.3,0.0
0.999,1.74,1.0,112.0,42.5,1.0
0.0,2.94,1.0,170.0,21.9,0.0
0.0,53.53,1.0,165.0,2768.6,0.0
0.0,78.3,1.0,169.0,732.5,0.0
1.0,2.14,1.0,106.0,35.6,1.0
0.0,63.25,1.0,156.0,1809.8,0.0
0.0,47.06,1.0,180.0,820.9,0.0
0.0,0.92,1.0,176.0,19.2,0.0
0.986,1.15,1.0,162.0,11.3,1.0
1.0,7.12,1.0,180.0,57.9,1.0
0.979,2.55,1.0,79.0,20.7,1.0
0.0,6.47,2.0,112.0,36.8,1.0
0.0,1.82,1.0,180.0,11.5,0.0
0.638,2.17,2.0,73.0,11.0,1.0
0.0,1.04,1.0,158.0,18.9,0.0
0.954,3.24,1.0,166.0,18.2,1.0
0.995,1.14,2.0,74.0,8.8,1.0
0.926,12.62,1.0,200.0,990.3,0.0
0.0,5.04,1.0,161.0,94.7,0.0
1.0,1.36,1.0,172.0,10.0,1.0
0.0,71.49,1.0,146.0,6104.8,0.0
0.0,65.37,1.0,218.0,45.6,0.0
0.0,44.67,1.0,70.0,303.7,0.0
0.0,51.5,1.0,170.0,2499.7,0.0
0.0,49.2,1.0,176.0,3571.6,0.0
1.0,1.64,1.0,179.0,11.6,1.0
0.996,1.37,5.0,99.0,27.1,1.0
0.0,50.54,1.0,188.0,2629.0,0.0
1.0,2.24,1.0,79.0,11.0,1.0
0.0,41.62,1.0,173.0,273.0,0.0
1.0,4.05,1.0,149.0,39.5,1.0
0.0,51.32,1.0,181.0,2048.7,0.0
0.0,25.91,1.0,157.0,110.8,0.0
0.0,90.36,1.0,296.0,864.9,0.0
0.983,0.91,2.0,80.0,12.2,1.0
0.0,22.15,1.0,158.0,1073.3,1.0
1.0,2.39,1.0,133.0,23.1,1.0
1.0,3.96,2.0,181.0,35.4,1.0
0.996,10.63,1.0,161.0,12.2,1.0
1.0,3.02,1.0,169.0,40.1,1.0
0.475,2.15,1.0,153.0,10.7,1.0
0.044,2.01,1.0,83.0,6.4,0.0
0.0,48.67,1.0,169.0,893.6,0.0
1.0,2.15,1.0,184.0,35.3,1.0
0.0,44.01,1.0,194.0,488.7,0.0
0.998,2.47,3.0,168.0,9.1,1.0
1.0,3.95,1.0,156.0,22.6,1.0
0.0,45.05,1.0,183.0,272.3,0.0
0.0,0.74,5.0,74.0,9.3,1.0
0.0,2.06,1.0,164.0,93.0,0.0
1.0,1.16,1.0,77.0,13.3,1.0
0.0,6.28,1.0,177.0,50.5,0.0
0.995,8.49,1.0,85.0,81.8,1.0
0.0,78.78,1.0,197.0,802.9,0.0
1.0,28.1,1.0,52.0,16.3,1.0
0.0,3.76,1.0,184.0,12.9,0.0
1.0,1.86,4.0,108.0,41.4,1.0
0.648,1.9,1.0,189.0,15.4,0.0
1.0,2.17,2.0,86.0,40.3,1.0
0.0,7.1,2.0,139.0,34.3,0.0
0.334,1.25,1.0,155.0,14.7,1.0
0.0,4.44,1.0,182.0,31.1,0.0
0.0,1.13,1.0,163.0,14.4,0.0
0.998,3.06,1.0,171.0,34.7,1.0
0.972,1.84,1.0,105.0,29.6,1.0
0.0,0.87,1.0,74.0,16.9,0.0
1.0,1.21,4.0,110.0,16.6,1.0
0.0,47.7,1.0,92.0,31.8,0.0
0.0,25.1,1.0,180.0,284.7,0.0
1.0,2.19,1.0,101.0,66.5,1.0
1.0,2.52,1.0,76.0,12.5,1.0
0.98,0.67,1.0,159.0,11.9,1.0
0.001,1.69,1.0,181.0,18.9,0.0
0.944,1.19,1.0,74.0,10.7,1.0
0.0,4.02,2.0,175.0,11.8,0.0
0.0,16.07,1.0,62.0,83.5,0.0
0.0,0.82,1.0,156.0,21.0,0.0
