DispositionScore,PlanetaryRadius[Earthradii,TCEPlanetNumbe,StellarEffectiveTemperatureUpperUnc.[K,TransitSignal-to-Nois,ExoplanetCandidate
0.942,7.59,1.0,82.0,160.9,1.0
1.0,1.77,1.0,117.0,20.0,1.0
0.99,1.62,1.0,161.0,17.2,1.0
0.999,1.66,2.0,157.0,14.7,1.0
0.0,33.45,1.0,181.0,150.7,0.0
1.0,2.27,1.0,177.0,28.3,1.0
1.0,1.77,1.0,160.0,14.8,1.0
0.99,2.05,2.0,75.0,39.6,1.0
0.0,0.89,1.0,181.0,22.6,0.0
0.0,1.4,1.0,134.0,108.8,0.0
0.651,1.35,1.0,163.0,16.4,1.0
0.0,2.92,1.0,115.0,35.3,0.0
0.0,0.81,1.0,84.0,23.0,0.0
0.978,1.75,1.0,157.0,15.4,1.0
1.0,1.85,5.0,90.0,21.6,1.0
0.0,0.85,1.0,202.0,31.0,0.0
1.0,6.9,1.0,164.0,81.6,0.0
0.98,1.15,1.0,169.0,12.5,1.0
1.0,1.31,3.0,101.0,29.7,1.0
0.0,0.52,1.0,182.0,21.9,0.0
0.0,50.78,1.0,201.0,4146.7,0.0
1.0,1.25,1.0,212.0,12.5,1.0
0.0,11.36,1.0,153.0,882.6,0.0
0.0,4.19,1.0,179.0,93.6,0.0
1.0,1.94,1.0,115.0,55.2,1.0
0.0,13.4,1.0,59.0,86.7,0.0
1.0,25.95,1.0,161.0,17.1,1.0
0.598,4.07,2.0,251.0,12.1,0.0
0.0,13.28,2.0,169.0,10.6,0.0
1.0,25.82,1.0,150.0,18.5,1.0
0.0,104.18,1.0,78.0,31.9,0.0
0.0,78.6,1.0,195.0,560.0,0.0
0.0,1.53,1.0,160.0,16.9,0.0
0.0,8.73,1.0,55.0,14.4,0.0
0.0,51.77,1.0,175.0,154.4,0.0
0.999,7.04,1.0,186.0,15.5,1.0
0.193,2.61,1.0,181.0,46.7,0.0
0.975,1.97,3.0,124.0,13.4,1.0
1.0,5.0,1.0,84.0,21.7,1.0
0.991,0.85,4.0,79.0,11.1,1.0
0.952,1.31,4.0,105.0,17.1,1.0
1.0,7.45,1.0,166.0,247.8,1.0
0.0,71.95,1.0,170.0,38.1,0.0
1.0,1.6,2.0,447.0,54.1,1.0
1.0,3.15,1.0,168.0,39.9,1.0
0.0,0.82,1.0,173.0,16.0,0.0
0.995,0.84,1.0,163.0,14.3,1.0
0.0,0.82,1.0,168.0,25.1,0.0
0.964,3.39,1.0,192.0,37.2,1.0
0.0,0.67,1.0,169.0,13.7,0.0
1.0,9.66,1.0,193.0,502.3,1.0
1.0,1.22,1.0,68.0,16.5,1.0
0.156,2.66,1.0,163.0,11.5,0.0
0.949,0.99,3.0,74.0,8.3,1.0
0.881,3.37,1.0,120.0,95.1,1.0
0.998,2.88,1.0,74.0,18.9,1.0
0.956,1.96,1.0,85.0,16.2,1.0
0.0,33.1,1.0,152.0,170.8,0.0
0.0,153.32,1.0,181.0,2427.5,0.0
1.0,2.51,1.0,187.0,26.1,1.0
0.0,0.76,1.0,174.0,17.1,0.0
0.0,7.54,2.0,151.0,286.2,0.0
0.976,0.48,2.0,107.0,2.8,1.0
0.0,1.37,1.0,193.0,27.0,0.0
0.0,1.08,1.0,152.0,10.9,0.0
0.965,4.44,1.0,197.0,13.6,0.0
0.0,59.02,1.0,190.0,2096.8,0.0
0.0,2.11,1.0,204.0,20.5,0.0
0.999,1.49,1.0,104.0,41.7,1.0
1.0,2.47,1.0,182.0,22.6,1.0
0.989,1.34,1.0,193.0,10.9,1.0
0.125,1.74,2.0,171.0,12.0,1.0
0.0,0.85,1.0,166.0,9.1,0.0
0.0,0.9,1.0,157.0,11.3,0.0
0.99,2.89,1.0,137.0,25.5,1.0
1.0,2.63,1.0,74.0,35.4,1.0
0.0,191.42,1.0,211.0,1351.5,0.0
0.929,2.26,1.0,150.0,11.8,1.0
0.0,1.04,1.0,71.0,6.9,0.0
0.003,44.14,1.0,173.0,92.0,0.0
0.954,0.73,2.0,105.0,11.7,1.0
1.0,2.88,1.0,80.0,82.6,1.0
0.0,134.5,1.0,286.0,193.0,0.0
0.409,15.41,1.0,50.0,11.7,0.0
0.0,64.04,1.0,173.0,1329.6,0.0
1.0,0.84,2.0,146.0,10.0,1.0
1.0,3.82,1.0,169.0,128.3,1.0
0.95,0.79,3.0,105.0,14.4,1.0
0.532,0.6,1.0,165.0,6.9,1.0
0.993,1.44,1.0,85.0,14.2,1.0
1.0,0.98,1.0,169.0,12.2,1.0
1.0,3.14,1.0,124.0,198.3,1.0
0.0,93.29,1.0,164.0,4403.8,0.0
0.0,49.22,1.0,161.0,1754.8,0.0
0.998,1.45,1.0,190.0,16.8,1.0
0.0,98.04,1.0,200.0,792.9,0.0
0.982,1.84,1.0,122.0,39.0,1.0
0.0,0.9,1.0,179.0,17.0,0.0
0.0,4.79,1.0,157.0,10.2,0.0
0.905,1.51,4.0,81.0,12.2,1.0
0.0,1.19,1.0,176.0,30.2,0.0
0.0,49.03,1.0,158.0,870.3,0.0
0.987,3.43,1.0,105.0,57.2,1.0
0.002,0.9,1.0,167.0,13.3,0.0
0.982,3.12,2.0,174.0,28.5,1.0
0.0,0.66,1.0,162.0,19.6,0.0
0.612,2.1,2.0,184.0,8.4,1.0
1.0,1.71,1.0,162.0,17.9,1.0
0.0,1.58,1.0,154.0,29.7,0.0
0.976,2.2,1.0,70.0,22.6,1.0
0.965,1.09,1.0,77.0,10.4,1.0
0.005,0.48,1.0,152.0,9.3,0.0
0.0,2.09,1.0,169.0,38.2,1.0
0.0,82.71,1.0,196.0,82.4,0.0
0.0,53.3,1.0,152.0,1638.0,0.0
1.0,4.43,1.0,173.0,128.6,1.0
1.0,0.65,4.0,177.0,24.4,1.0
0.0,293.01,1.0,58.0,150.6,0.0
0.0,13.52,1.0,148.0,39.4,0.0
0.795,0.8,5.0,110.0,12.0,1.0
0.0,48.79,1.0,153.0,454.0,0.0
1.0,2.43,1.0,76.0,154.5,1.0
1.0,0.63,4.0,98.0,22.4,1.0
0.086,28.73,1.0,162.0,284.0,0.0
0.0,2.51,1.0,209.0,18.1,0.0
0.001,1.16,1.0,156.0,18.9,0.0
0.0,75.47,1.0,199.0,4680.2,0.0
0.0,46.14,1.0,187.0,1669.4,0.0
1.0,3.02,1.0,180.0,11.0,1.0
0.997,2.59,1.0,105.0,27.3,1.0
0.994,70.11,1.0,201.0,69.9,0.0
0.999,1.18,1.0,163.0,8.0,1.0
0.0,68.48,1.0,181.0,177.9,0.0
0.0,0.64,1.0,152.0,15.1,0.0
0.986,1.72,1.0,69.0,15.4,1.0
1.0,0.97,1.0,151.0,8.8,1.0
0.0,1.35,1.0,172.0,11.0,0.0
1.0,4.01,2.0,104.0,74.4,1.0
1.0,2.25,4.0,70.0,18.6,1.0
0.0,8.85,1.0,180.0,83.5,0.0
0.704,1.24,2.0,71.0,87.8,1.0
1.0,1.59,2.0,162.0,82.1,1.0
1.0,2.88,1.0,194.0,24.3,1.0
1.0,2.74,1.0,76.0,50.0,1.0
0.955,1.3,1.0,181.0,10.8,1.0
1.0,1.55,3.0,78.0,28.8,1.0
0.0,2.07,4.0,108.0,24.8,1.0
0.0,51.6,1.0,177.0,258.1,0.0
1.0,1.01,1.0,78.0,22.9,1.0
1.0,2.78,1.0,154.0,48.1,1.0
0.0,144.85,1.0,190.0,1178.0,0.0
0.962,1.81,1.0,76.0,9.8,1.0
0.0,1.44,1.0,80.0,43.9,0.0
0.974,3.44,1.0,79.0,26.0,1.0
1.0,2.47,1.0,72.0,37.5,1.0
1.0,4.49,1.0,152.0,110.9,1.0
0.0,0.47,1.0,78.0,8.5,0.0
1.0,2.87,1.0,122.0,58.6,1.0
0.0,29.98,1.0,156.0,563.0,0.0
1.0,2.71,1.0,166.0,36.0,1.0
0.0,106.66,1.0,175.0,510.0,0.0
1.0,2.6,2.0,150.0,87.1,1.0
0.999,1.36,2.0,124.0,25.5,1.0
0.0,104.17,1.0,211.0,305.2,0.0
0.0,89.18,1.0,92.0,27.1,0.0
1.0,3.72,1.0,111.0,52.5,1.0
1.0,3.24,1.0,157.0,82.4,1.0
0.0,384.26,1.0,148.0,109.2,0.0
0.0,24.19,1.0,197.0,445.7,0.0
1.0,1.9,1.0,151.0,28.9,1.0
0.0,2.78,1.0,147.0,17.5,0.0
1.0,1.92,2.0,186.0,11.8,1.0
0.0,88.51,1.0,179.0,441.7,0.0
0.0,12.36,1.0,146.0,181.6,0.0
0.0,1.05,1.0,174.0,14.2,0.0
0.0,52.43,1.0,78.0,454.6,0.0
0.228,82.29,1.0,155.0,726.2,0.0
0.0,31.25,1.0,179.0,10.8,0.0
0.002,14.37,1.0,190.0,113.2,0.0
1.0,3.26,1.0,169.0,35.0,1.0
1.0,1.47,1.0,157.0,31.3,1.0
1.0,2.86,1.0,104.0,87.8,1.0
0.0,1.49,1.0,169.0,23.7,0.0
1.0,4.75,1.0,81.0,485.5,1.0
0.977,0.5,2.0,74.0,9.2,1.0
0.993,1.3,1.0,78.0,13.1,1.0
0.0,4.13,1.0,180.0,70.1,0.0
1.0,2.64,1.0,82.0,21.4,1.0
1.0,2.26,3.0,192.0,15.2,1.0
0.0,17.12,1.0,158.0,37.5,0.0
0.999,36.05,1.0,174.0,28.7,1.0
0.0,88.62,1.0,169.0,2036.3,0.0
0.0,1.48,1.0,189.0,20.3,0.0
0.935,0.99,2.0,76.0,9.1,1.0
0.0,32.01,1.0,196.0,16.4,0.0
0.999,0.79,1.0,197.0,18.6,1.0
0.998,1.95,1.0,76.0,38.0,1.0
0.965,1.93,1.0,169.0,15.8,1.0
0.996,2.25,2.0,108.0,69.1,1.0
0.0,119.64,1.0,226.0,548.5,0.0
1.0,2.97,1.0,169.0,56.2,1.0
0.995,3.71,1.0,77.0,17.6,1.0
0.992,2.89,1.0,64.0,107.4,1.0
0.0,90.57,1.0,238.0,325.8,0.0
0.0,1.39,1.0,177.0,9.8,0.0
0.999,1.5,2.0,79.0,22.8,1.0
0.935,1.74,3.0,152.0,17.2,1.0
0.0,5.76,1.0,183.0,46.5,0.0
1.0,2.63,1.0,103.0,178.0,1.0
0.939,1.28,1.0,193.0,11.2,1.0
0.0,63.14,1.0,166.0,4284.2,0.0
0.001,46.3,1.0,184.0,1378.9,0.0
1.0,2.14,1.0,101.0,77.7,1.0
0.0,1.27,2.0,169.0,5.9,0.0
0.0,1.12,1.0,159.0,24.8,0.0
0.0,0.59,1.0,139.0,8.5,0.0
0.991,2.04,1.0,118.0,16.2,1.0
1.0,20.83,1.0,335.0,33.2,1.0
1.0,2.38,1.0,103.0,93.6,1.0
0.0,138.25,1.0,194.0,1112.0,0.0
1.0,3.03,1.0,84.0,24.2,0.0
0.0,94.2,1.0,216.0,419.9,0.0
0.914,0.61,1.0,78.0,9.5,1.0
0.0,1.13,1.0,83.0,16.0,0.0
0.0,26.09,1.0,164.0,28.8,0.0
0.0,0.42,1.0,163.0,9.1,0.0
0.95,0.84,2.0,167.0,9.5,1.0
1.0,1.83,3.0,70.0,26.0,1.0
1.0,2.67,1.0,203.0,27.1,1.0
0.147,2.21,1.0,169.0,8.0,0.0
0.0,2.39,2.0,169.0,47.8,0.0
0.995,2.72,1.0,114.0,63.2,1.0
0.0,48.01,1.0,172.0,374.5,0.0
0.997,0.88,1.0,133.0,21.4,1.0
0.0,25.5,1.0,192.0,41.6,0.0
1.0,2.4,2.0,169.0,27.3,1.0
0.0,52.8,2.0,174.0,2085.7,0.0
1.0,1.44,2.0,122.0,21.3,1.0
0.0,3.07,1.0,195.0,37.6,0.0
1.0,1.56,1.0,75.0,50.5,1.0
0.909,1.14,1.0,194.0,7.5,1.0
0.0,43.45,1.0,185.0,796.5,0.0
0.0,368.42,1.0,203.0,118.1,0.0
1.0,1.18,3.0,113.0,24.1,1.0
0.974,2.87,1.0,79.0,10.8,1.0
0.0,16.63,1.0,222.0,13.7,0.0
1.0,1.85,1.0,177.0,15.8,1.0
0.0,19.66,1.0,149.0,83.2,0.0
0.0,0.99,1.0,172.0,10.3,0.0
0.999,1.23,1.0,132.0,13.7,1.0
0.0,4.64,1.0,225.0,30.9,0.0
0.929,1.54,1.0,77.0,10.1,1.0
1.0,1.98,1.0,175.0,23.6,1.0
0.0,28.63,1.0,160.0,145.3,0.0
1.0,2.25,1.0,73.0,84.7,1.0
0.989,6.77,1.0,78.0,125.4,1.0
0.993,1.12,2.0,110.0,16.6,1.0
0.0,75.83,1.0,195.0,28.2,0.0
0.0,929.36,1.0,169.0,309.0,0.0
0.0,4.06,1.0,179.0,50.7,0.0
0.0,30.39,1.0,162.0,38.1,0.0
0.0,66.06,1.0,173.0,1967.2,0.0
0.986,1.56,1.0,79.0,10.0,1.0
0.988,2.06,1.0,83.0,12.5,1.0
0.851,1.32,1.0,151.0,10.9,1.0
1.0,5.0,2.0,105.0,86.6,1.0
0.949,1.6,1.0,143.0,21.9,1.0
1.0,2.32,4.0,101.0,22.6,1.0
0.0,82.4,1.0,145.0,1763.5,0.0
1.0,2.37,1.0,103.0,53.4,1.0
1.0,4.24,3.0,106.0,25.5,1.0
0.0,188.89,1.0,251.0,370.6,0.0
1.0,1.88,2.0,109.0,30.0,1.0
0.0,1.24,1.0,183.0,22.2,0.0
0.603,1.12,1.0,79.0,16.0,1.0
1.0,5.99,1.0,85.0,38.6,1.0
1.0,1.4,1.0,73.0,36.7,1.0
1.0,2.47,1.0,131.0,87.2,1.0
0.0,0.47,1.0,158.0,12.4,0.0
1.0,2.53,1.0,78.0,64.2,1.0
1.0,1.92,1.0,174.0,25.2,1.0
1.0,78.98,1.0,159.0,35.1,1.0
0.0,0.99,1.0,157.0,29.2,0.0
1.0,2.72,1.0,193.0,22.1,1.0
0.0,25.69,1.0,171.0,38.8,0.0
0.954,1.19,1.0,174.0,10.1,1.0
1.0,2.64,1.0,159.0,13.4,1.0
0.258,2.37,2.0,194.0,11.3,0.0
0.0,1.0,1.0,181.0,25.8,1.0
1.0,1.44,1.0,185.0,10.6,1.0
1.0,2.03,1.0,108.0,39.5,1.0
1.0,2.55,3.0,155.0,41.4,1.0
0.0,27.78,1.0,69.0,76.9,0.0
0.0,20.05,1.0,170.0,349.2,0.0
0.0,25.54,1.0,157.0,549.5,0.0
0.0,8.93,1.0,153.0,35.9,0.0
0.0,0.86,1.0,166.0,15.3,0.0
0.0,51.51,1.0,164.0,6979.7,0.0
0.0,1.87,1.0,191.0,16.1,0.0
1.0,2.67,3.0,74.0,21.1,1.0
0.0,197.85,1.0,162.0,3583.1,0.0
0.0,0.91,1.0,158.0,15.7,0.0
1.0,3.55,1.0,149.0,423.7,1.0
0.0,0.83,1.0,164.0,12.6,0.0
0.0,33.97,1.0,162.0,38.3,0.0
0.0,40.94,1.0,160.0,327.4,0.0
0.0,2.43,1.0,183.0,33.8,0.0
0.0,0.79,1.0,115.0,14.7,0.0
0.0,58.09,1.0,186.0,304.2,0.0
0.996,2.11,1.0,133.0,42.1,1.0
1.0,11.21,1.0,83.0,162.3,1.0
0.813,60.47,1.0,197.0,552.8,0.0
1.0,1.92,1.0,79.0,28.1,1.0
0.0,33.93,1.0,183.0,1397.7,0.0
0.0,15.25,2.0,121.0,63.4,0.0
0.947,1.59,1.0,160.0,9.8,1.0
0.0,29.83,1.0,185.0,40.6,0.0
1.0,2.6,1.0,158.0,14.9,0.0
0.0,1.03,1.0,163.0,12.4,0.0
1.0,1.42,1.0,176.0,24.6,1.0
0.975,1.05,1.0,79.0,21.6,1.0
0.0,164.06,1.0,192.0,5260.3,0.0
0.0,48.79,1.0,150.0,292.7,0.0
0.0,1.35,1.0,174.0,9.8,0.0
0.0,35.99,1.0,74.0,2246.9,0.0
0.0,46.58,1.0,72.0,112.6,0.0
0.0,46.24,1.0,183.0,483.9,0.0
0.996,1.43,1.0,78.0,12.8,1.0
0.0,601.32,1.0,193.0,526.6,0.0
0.0,0.76,1.0,214.0,16.0,0.0
0.0,45.91,1.0,165.0,1191.2,0.0
0.997,1.6,2.0,101.0,16.6,1.0
0.998,2.66,1.0,184.0,19.3,1.0
0.0,8.02,1.0,189.0,169.5,0.0
1.0,14.0,1.0,186.0,118.1,0.0
1.0,2.18,2.0,80.0,14.0,1.0
0.0,9.3,1.0,112.0,55.1,0.0
0.826,1.32,2.0,182.0,7.8,1.0
0.0,1.76,3.0,99.0,23.7,1.0
0.0,24.11,1.0,190.0,86.9,0.0
0.0,0.58,2.0,114.0,20.8,0.0
1.0,2.11,1.0,131.0,39.3,1.0
0.997,1.83,3.0,81.0,17.0,1.0
0.0,269.98,1.0,120.0,203.6,0.0
1.0,2.22,1.0,141.0,75.7,1.0
0.0,51.72,1.0,169.0,3245.9,0.0
0.989,1.68,1.0,115.0,25.2,1.0
0.0,71.9,1.0,157.0,347.5,0.0
0.941,0.72,1.0,165.0,17.2,1.0
1.0,1.6,1.0,170.0,35.3,1.0
0.0,1.16,1.0,181.0,15.9,0.0
0.01,1.33,1.0,179.0,12.2,0.0
1.0,1.77,1.0,297.0,98.1,1.0
0.992,3.86,2.0,75.0,51.2,1.0
1.0,2.27,1.0,152.0,17.5,1.0
0.992,1.52,1.0,147.0,9.4,1.0
1.0,1.51,3.0,103.0,12.0,1.0
0.987,1.29,1.0,211.0,16.4,1.0
0.998,2.87,2.0,105.0,83.7,1.0
0.0,1.88,1.0,175.0,14.7,0.0
1.0,7.39,2.0,123.0,282.3,1.0
0.0,29.95,1.0,163.0,304.1,1.0
0.0,24.35,1.0,145.0,1595.1,0.0
1.0,3.2,1.0,80.0,53.1,1.0
0.0,1.91,1.0,141.0,69.2,0.0
0.907,1.45,1.0,188.0,9.5,1.0
0.0,3.37,1.0,211.0,27.9,0.0
0.276,0.91,1.0,112.0,17.3,0.0
0.0,87.4,1.0,85.0,541.9,0.0
0.0,96.08,1.0,225.0,351.4,1.0
1.0,3.18,3.0,110.0,32.3,1.0
1.0,1.92,1.0,78.0,8.9,1.0
0.708,2.27,1.0,197.0,10.3,1.0
0.0,44.9,1.0,198.0,1334.6,0.0
0.0,1.36,1.0,149.0,20.9,0.0
0.0,0.65,1.0,153.0,12.5,0.0
0.672,24.3,1.0,167.0,700.5,0.0
0.0,125.56,2.0,163.0,78.4,0.0
0.0,12.68,1.0,166.0,25.1,0.0
0.996,2.29,2.0,97.0,49.0,1.0
0.0,50.6,1.0,73.0,20.6,0.0
0.998,2.0,3.0,103.0,66.8,1.0
0.0,40.9,1.0,154.0,2807.8,0.0
1.0,1.69,1.0,74.0,53.6,1.0
1.0,1.48,3.0,82.0,18.9,1.0
0.0,0.85,1.0,153.0,15.0,1.0
0.0,0.48,1.0,136.0,23.6,0.0
1.0,1.78,1.0,174.0,8.6,1.0
0.087,4.48,1.0,186.0,125.6,0.0
0.0,22.98,1.0,178.0,449.1,0.0
0.0,8.99,2.0,146.0,35.1,0.0
0.484,2.33,1.0,168.0,19.8,1.0
0.0,51.11,1.0,78.0,223.1,0.0
0.0,72.82,1.0,160.0,598.4,0.0
0.0,0.51,1.0,160.0,9.6,0.0
0.993,19.45,2.0,79.0,13.7,1.0
1.0,1.83,1.0,101.0,32.3,1.0
0.928,124.42,1.0,44.0,6.2,0.0
0.0,1.26,1.0,101.0,17.2,0.0
0.88,1.16,1.0,188.0,9.2,1.0
1.0,2.04,1.0,99.0,20.8,1.0
0.004,93.1,1.0,183.0,440.0,0.0
1.0,1.01,1.0,88.0,9.5,1.0
0.0,99.05,1.0,155.0,2121.8,0.0
0.997,1.88,1.0,76.0,34.6,1.0
0.984,0.76,1.0,83.0,10.7,1.0
0.0,35.12,1.0,175.0,421.6,0.0
0.0,32.33,1.0,166.0,1797.6,0.0
0.978,8.17,1.0,173.0,11.3,1.0
1.0,2.98,1.0,70.0,190.3,1.0
1.0,2.64,1.0,168.0,22.0,1.0
0.002,1.01,1.0,156.0,11.1,0.0
1.0,1.87,2.0,71.0,38.4,1.0
1.0,6.01,1.0,105.0,73.2,1.0
0.964,1.28,1.0,181.0,11.0,1.0
0.0,19.93,1.0,159.0,25.4,0.0
1.0,6.61,1.0,190.0,391.2,1.0
0.965,1.28,1.0,158.0,10.4,1.0
1.0,1.22,1.0,76.0,29.5,1.0
0.98,1.51,1.0,121.0,20.1,1.0
0.884,1.77,1.0,113.0,21.1,1.0
0.0,1.85,1.0,155.0,68.2,0.0
0.0,1.8,1.0,177.0,24.5,0.0
0.995,1.2,1.0,74.0,10.7,1.0
1.0,3.76,1.0,78.0,21.3,1.0
0.866,1.85,3.0,195.0,13.2,1.0
0.931,1.33,2.0,71.0,14.2,1.0
0.881,1.75,2.0,105.0,17.4,1.0
0.0,0.77,1.0,170.0,9.9,0.0
0.528,1.12,1.0,158.0,12.6,1.0
1.0,1.29,2.0,85.0,20.4,1.0
1.0,0.91,2.0,203.0,17.6,1.0
0.006,1.15,1.0,189.0,17.4,0.0
1.0,3.14,1.0,180.0,31.8,1.0
0.0,60.62,1.0,191.0,241.0,0.0
0.997,1.5,1.0,171.0,7.9,1.0
0.694,1.39,1.0,175.0,7.2,1.0
0.0,1.33,1.0,169.0,23.3,0.0
0.001,0.76,1.0,194.0,13.0,0.0
0.0,41.19,1.0,179.0,123.1,0.0
0.971,1.16,4.0,93.0,14.4,1.0
0.0,20.93,1.0,141.0,18.4,0.0
0.869,19.36,1.0,151.0,312.3,0.0
0.999,1.27,4.0,121.0,15.3,1.0
0.961,1.45,1.0,158.0,10.6,1.0
1.0,2.34,1.0,676.0,64.5,1.0
0.997,3.33,1.0,100.0,26.4,1.0
1.0,2.42,1.0,169.0,27.1,1.0
0.996,1.0,2.0,101.0,30.4,1.0
0.0,21.71,1.0,185.0,78.4,0.0
1.0,2.28,1.0,94.0,34.5,1.0
1.0,1.62,1.0,105.0,23.5,1.0
0.0,14.18,1.0,164.0,742.2,0.0
0.0,1.25,1.0,211.0,10.6,0.0
1.0,1.54,3.0,77.0,10.7,1.0
0.0,2.64,1.0,462.0,63.3,0.0
0.0,0.59,1.0,156.0,17.4,0.0
0.0,0.77,1.0,175.0,15.5,0.0
1.0,2.88,2.0,74.0,28.7,1.0
0.705,11.04,1.0,146.0,815.3,1.0
0.0,39.79,1.0,151.0,2141.3,0.0
1.0,0.5,5.0,177.0,21.6,1.0
0.0,64.42,1.0,180.0,2246.9,0.0
0.0,27.5,1.0,166.0,1300.0,0.0
0.989,0.57,5.0,98.0,11.4,1.0
0.0,1.5,1.0,167.0,8.3,0.0
0.956,1.8,2.0,169.0,17.0,1.0
0.0,2.45,1.0,172.0,45.6,0.0
0.0,171.85,1.0,143.0,60.4,0.0
1.0,3.38,1.0,166.0,37.8,1.0
0.894,1.83,1.0,74.0,15.7,1.0
0.996,1.51,1.0,121.0,21.0,1.0
1.0,2.56,1.0,101.0,53.0,1.0
1.0,2.68,1.0,155.0,77.4,1.0
0.0,37.15,1.0,82.0,202.3,0.0
0.0,21.19,1.0,193.0,31.7,0.0
0.0,0.61,1.0,160.0,10.0,0.0
0.0,55.23,1.0,164.0,1309.3,0.0
0.0,50.7,1.0,189.0,251.6,0.0
0.0,58.77,1.0,190.0,2060.3,0.0
0.0,29.02,1.0,193.0,73.0,0.0
0.0,50.18,1.0,169.0,822.9,0.0
0.0,40.43,1.0,157.0,1887.7,0.0
0.992,2.42,2.0,105.0,16.9,1.0
0.0,1.16,1.0,199.0,9.0,1.0
0.976,1.29,1.0,137.0,11.5,1.0
1.0,2.26,3.0,106.0,26.2,1.0
0.383,2.33,2.0,70.0,14.5,1.0
0.0,1.36,1.0,155.0,12.4,0.0
1.0,3.15,2.0,120.0,33.6,1.0
0.0,52.64,1.0,157.0,41.0,0.0
1.0,1.37,2.0,115.0,41.2,1.0
0.553,1.38,2.0,177.0,8.6,1.0
0.994,1.4,3.0,77.0,16.0,1.0
0.0,30.32,1.0,170.0,200.9,0.0
1.0,1.34,1.0,84.0,33.2,1.0
1.0,3.06,1.0,86.0,95.4,1.0
0.0,2.36,1.0,176.0,37.8,0.0
0.996,1.92,1.0,82.0,11.8,1.0
0.0,150.51,1.0,155.0,622.1,0.0
1.0,0.88,1.0,184.0,12.2,1.0
0.0,20.03,1.0,155.0,118.2,0.0
1.0,2.5,1.0,85.0,41.5,1.0
0.0,74.77,1.0,171.0,2051.3,0.0
0.777,0.89,1.0,157.0,8.7,1.0
0.0,0.95,1.0,152.0,11.1,0.0
0.9,2.9,1.0,158.0,24.5,1.0
0.988,1.01,1.0,168.0,14.4,1.0
0.963,0.9,5.0,109.0,17.2,1.0
0.0,1.84,1.0,171.0,38.8,0.0
0.0,18.98,1.0,158.0,693.8,0.0
0.995,4.2,2.0,104.0,18.1,1.0
1.0,4.98,1.0,57.0,16.4,1.0
0.997,1.44,2.0,83.0,9.7,1.0
0.99,2.11,1.0,73.0,22.7,1.0
1.0,2.33,1.0,145.0,36.1,1.0
0.0,41.17,1.0,169.0,1483.2,0.0
0.019,1.1,1.0,183.0,24.3,0.0
0.0,42.57,1.0,164.0,2927.4,0.0
0.989,1.37,1.0,105.0,27.5,1.0
0.904,3.2,1.0,190.0,19.6,1.0
1.0,3.94,1.0,150.0,123.5,1.0
0.0,7.14,1.0,168.0,10.9,0.0
1.0,3.16,1.0,194.0,17.8,1.0
0.992,5.14,1.0,81.0,36.1,1.0
1.0,0.78,1.0,97.0,28.7,1.0
0.0,56.11,1.0,145.0,2271.0,0.0
0.977,1.93,1.0,186.0,10.2,1.0
1.0,1.67,1.0,159.0,33.2,1.0
0.0,32.54,1.0,72.0,48.6,0.0
0.0,1.82,1.0,155.0,18.9,0.0
1.0,1.68,1.0,113.0,24.3,1.0
0.0,23.05,1.0,194.0,17.9,0.0
1.0,1.01,1.0,73.0,19.6,1.0
1.0,1.77,1.0,147.0,27.0,1.0
0.0,1.97,1.0,149.0,15.3,0.0
0.0,108.78,1.0,284.0,1413.9,0.0
1.0,3.27,1.0,93.0,145.5,1.0
0.939,0.92,2.0,75.0,24.3,1.0
0.0,63.1,1.0,192.0,444.4,0.0
0.994,7.14,1.0,111.0,243.5,1.0
0.999,3.28,1.0,80.0,39.7,1.0
0.0,21.58,1.0,152.0,3622.7,0.0
0.772,2.69,3.0,109.0,47.5,1.0
0.0,20.38,1.0,159.0,22.6,0.0
0.0,13.92,1.0,58.0,13.5,0.0
0.014,15.03,1.0,183.0,835.6,0.0
0.978,1.73,1.0,167.0,13.0,0.0
0.001,1.98,1.0,150.0,17.3,0.0
0.918,2.88,1.0,190.0,20.1,1.0
0.184,1.54,1.0,76.0,22.4,1.0
0.99,13.21,1.0,76.0,96.8,1.0
1.0,2.76,1.0,143.0,32.6,1.0
0.995,2.44,1.0,83.0,38.2,1.0
1.0,0.97,3.0,75.0,41.8,1.0
0.0,87.21,1.0,160.0,373.9,0.0
1.0,10.44,1.0,162.0,365.2,1.0
0.0,372.86,1.0,155.0,17.6,0.0
0.0,2.46,1.0,155.0,10.9,1.0
0.001,3.99,1.0,201.0,22.2,0.0
1.0,2.1,1.0,71.0,48.7,1.0
0.998,1.94,2.0,111.0,46.4,1.0
0.99,2.94,1.0,193.0,20.8,1.0
0.993,0.85,1.0,112.0,13.4,1.0
1.0,4.61,1.0,156.0,212.5,1.0
0.0,1.4,1.0,70.0,15.3,0.0
0.0,38.49,1.0,159.0,1411.3,0.0
1.0,2.06,1.0,149.0,43.4,1.0
1.0,1.91,1.0,142.0,11.6,1.0
0.0,29.55,1.0,153.0,63.2,0.0
0.987,1.87,1.0,70.0,8.8,1.0
0.0,49.52,1.0,79.0,885.9,0.0
0.047,0.84,2.0,160.0,9.6,1.0
0.773,32.43,1.0,155.0,103.6,0.0
0.0,39.89,1.0,161.0,427.5,0.0
0.0,53.72,1.0,152.0,1779.1,0.0
0.0,46.43,1.0,162.0,130.0,0.0
0.0,0.49,1.0,156.0,11.1,0.0
